基金代码	基金名称	开始日期	类型
003056	嘉实稳泽纯债债券	2016-09-13	债券基金
003057	建信瑞盛添利混合	2016-09-13	混合式基金
003059	长信先利	2016-09-07	混合式基金
003060	中融睿丰定期开放债券	2017-06-22	债券基金
003062	银华通利灵活配置混合	2016-08-05	混合式基金
003064	南方荣欢	2016-08-03	混合式基金
003065	光大保德信尊富18个月债券	2017-09-27	债券基金
003069	光大创业板量化优选股票	2018-02-13	股票基金
003071	中融睿祥定期开放债券	2017-08-24	债券基金
003073	泰达宏利汇利债券	2016-08-30	债券基金
003078	泰康安惠纯债债券	2016-12-26	债券基金
003079	中融银行间3-5年中高等级信用债指数	2016-12-22	债券基金
003081	中融银行间1-3年中高等级信用债指数	2016-12-27	债券基金
003083	中融银行间1-3年高等级信用债指数	2016-12-22	债券基金
003085	中融银行间0-1年中高等级信用债指数	2016-12-27	债券基金
003087	上投摩根岁岁丰债券	2016-08-26	债券基金
